Name,Code,Description
Causas externas de morbilidad y de mortalidad,X412,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X413,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X414,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X415,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X416,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X417,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, granja"
Causas externas de morbilidad y de mortalidad,X418,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X419,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X420,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, vivienda"
Causas externas de morbilidad y de mortalidad,X421,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, institucion residencial"
Causas externas de morbilidad y de mortalidad,X422,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X423,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X424,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X425,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X426,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X427,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, granja"
Causas externas de morbilidad y de mortalidad,X428,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X429,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X430,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, vivienda"
Causas externas de morbilidad y de mortalidad,X431,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, institucion residencial"
Causas externas de morbilidad y de mortalidad,X432,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X433,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X434,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X435,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X436,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X437,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, granja"
Causas externas de morbilidad y de mortalidad,X438,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X439,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X440,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, vivienda"
Causas externas de morbilidad y de mortalidad,X441,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, institucion residencial"
Causas externas de morbilidad y de mortalidad,X442,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X443,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X444,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X445,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X446,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X447,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, granja"
Causas externas de morbilidad y de mortalidad,X448,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X449,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X450,"Envenenamiento accidental por, y exposicion al alcohol, vivienda"
Causas externas de morbilidad y de mortalidad,X451,"Envenenamiento accidental por, y exposicion al alcohol, institucion residencial"
Causas externas de morbilidad y de mortalidad,X452,"Envenenamiento accidental por, y exposicion al alcohol, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X453,"Envenenamiento accidental por, y exposicion al alcohol, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X454,"Envenenamiento accidental por, y exposicion al alcohol, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X455,"Envenenamiento accidental por, y exposicion al alcohol, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X456,"Envenenamiento accidental por, y exposicion al alcohol, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X457,"Envenenamiento accidental por, y exposicion al alcohol, granja"
Causas externas de morbilidad y de mortalidad,X458,"Envenenamiento accidental por, y exposicion al alcohol, otro lugar especificado"
Causas externas de morbilidad y de mortalidad,X459,"Envenenamiento accidental por, y exposicion al alcohol, lugar no especificado"
Causas externas de morbilidad y de mortalidad,X460,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, vivienda"
Causas externas de morbilidad y de mortalidad,X461,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, institucion residencial"
Causas externas de morbilidad y de mortalidad,X462,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, escuelas, otras instituciones y areas administrativas publicas"
Causas externas de morbilidad y de mortalidad,X463,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, areas de deporte y atletismo"
Causas externas de morbilidad y de mortalidad,X464,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, calles y carreteras"
Causas externas de morbilidad y de mortalidad,X465,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, comercio y area de servicios"
Causas externas de morbilidad y de mortalidad,X466,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, area industrial y de la construccion"
Causas externas de morbilidad y de mortalidad,X467,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, granja"
